BBC	113377860	685836.5	0	0	7688240	122676320	20630566	19965064	2593635	1802692.3	0	0	0	0	692881.44	1685481.1	115582.5	371805.53	7487827.5	10162404	149996.97	4347771	4025714	1107071.3	335140.66	2920900	5328902
BLA	357614240	2163252.3	0	0	76442640	35611148	64843156	62751452	8151958.5	15174299	0	0	0	0	5774148.5	14046012	995049	3233288.5	62400056	82775120	1308703	36232292	33548418	9225814	2792905.5	67544104	43562068
BNF	499932800	3024153.5	0	0	54998380	-39993916	90922490	87989500	11430601	9283895	303593540	50093120	594329540	290424.56	3563611	8668728	597052.56	1923235.5	38511220	52111300	776238.06	22361354	20704958	5693863	1723688	50638452	27379272
BNG	411264320	2487788	0	0	42087280	-55583564	74757224	72345704	9398335	9348366	303593540	44413196	413326720	339940.2	3576645.3	8700433	605649.06	1957427.5	38652080	51916470	790899.94	22443144	20780688	5714689.5	1729992.3	56190950	27259068
BPE	468650370	2834923	0	0	43957576	44972548	85236540	82486980	10715773	10321535	303593540	51193856	490113860	350536.4	3911499.8	9514991	682935.06	2227858	42270788	55539892	902894.94	24544328	22726232	6249713	1891958.5	59488600	29715784
BSN	367526500	2223212.5	0	0	28346030	-18465516	66843220	64686996	8403401	7759695	0	0	0	0	2954935	7188082.5	508002	1649490.3	31933384	42433508	667488.7	18541964	17168486	4721333.5	1429276.4	11107850	22342624
BSO	186556900	1128505.3	0	0	37059270	-19502528	33850780	32758822	4255655	9251630	0	0	0	0	3495647.8	8503402	616093.56	2015417	37776748	49288644	817531.7	21934890	20310082	5585272	1690814.3	12232400	26157674
BVU	190712270	1153641.8	0	0	15109866	1155870600	34720556	33600532	4365000.5	3220931.5	0	0	0	0	1241558.9	3020177	205161	657977.3	13417274	18326916	265183.47	7790676	7213588.5	1983736.8	600531.25	6062900	9762266
CBA	206293390	1247894	0	0	22237558	8151232.5	37485548	36276340	4712610.5	7926381.5	0	0	0	0	3020726.8	7348123.5	518034	1680801.4	32644380	43455140	679992.8	18954802	17550740	4826454	1461099.3	10712250	22682956
CBB	379601060	2296252.5	0	0	38677600	-1349117.9	68969944	66745104	8670768	12719973	303593540	55074524	739556160	372414.28	4834445.5	11760119	836302.5	2720606.5	52244868	69112240	1101603.6	30335732	28088640	7724376	2338379	64007700	36447348
CBC	474239600	2868733.3	0	0	20071748	1952835.4	86270410	83487520	10845752	5590629	255474800	39183280	369031900	290246.4	2138228.8	5201388	362472.03	1171889	23107404	31013442	473555.22	13417203	12423336	3416417.8	1034242.75	44205100	16300746
CBD	172837700	1045516.4	0	0	23988302	-10721172	31373398	30361350	3944202.8	6100416	0	0	0	0	2340465.5	5693342	392766.03	1265834.1	25292936	34186508	510990.13	14686222	13598354	3739547	1132062.9	8163050	17566670
CHT	306008500	1851083	0	0	31345404	52676212	55631572	53836996	6993894	6682281	0	0	0	0	2510737.8	6107542	450351	1480784.9	27133034	34929980	601650.7	15754665	14587654	4011604.5	1214422.1	10311350	19145880
CHU	263314380	1592820.6	0	0	21651930	126659910	47877104	46332676	6019018	9072231	0	0	0	0	3427166.8	8336814.5	604411.56	1977575.3	37036690	48299764	802230.56	21505176	19912198	5475854	1657690.4	12066700	25662574
KMK	352030240	2129473.3	0	0	29958092	1494472200	64038332	61972572	8050775.5	4161544.5	0	0	0	0	1567310.5	3812589.3	279064.5	915628.9	16937604	21928842	371771.13	9834737	9106239	2504216	758094.4	8259150	12414320
KPO	342073340	2069243	0	0	17784876	882259700	62252244	60244110	7826232	5596957.5	0	0	0	0	2158711.3	5251212.5	356020.53	1141088.5	23328752	31906968	459795.78	13545728	12542341	3449143.5	1044149.75	9168800	16632064
LCB	296711800	1794845.9	0	0	29891882	-104485336	53937660	52197744	6780940.5	6760522.5	0	0	0	0	2583460.5	6284444	439164	1421056.8	27918930	37398090	574403.7	16210992	15010179	4127799	1249597.4	10165900	19662770
PSA	253044830	1530699	0	0	37472028	205957950	45997424	44513630	5782706	10594160	0	0	0	0	4065117.3	9888677	681862.56	2197224.8	43930896	59397612	886928.94	25508266	23618764	6495160	1966261.9	15245850	30779612
PTP	773095230	4676547	0	0	51520424	66744972	140580500	136045650	17673508	11616518	303593540	55918264	384376060	369656.47	4471350	10876864	742368.06	2384467	48320972	65792110	961486.56	28057340	25979018	7144229.5	2162753	62891600	33859900
PYG	201823630	1220855.8	0	0	8025252	56486480	36727090	35542344	4617258.5	1888033.6	0	0	0	0	693398.5	1686739.4	133320	446835.47	7493417	9109095	182651.38	4351016.5	4028719	1107897.8	335390.8	3574150	5442347
PYN	263361580	1593106.1	0	0	25332588	71280570	47870990	46326770	6018250	6917663	0	0	0	0	2605494.3	6338042	463815	1521710.6	28157048	36460570	617844.7	16349255	15138197	4163004.5	1260255	10169350	19746162
PYT	390164540	2360152.5	0	0	21710014	342370140	70968584	68679270	8922034	8141982	0	0	0	0	3056726	7435694	549664.5	1808641	33033414	42442972	735029.94	19180692	17759902	4883972.5	1478511.9	11908050	23143496
PYU	216152590	1307533.4	0	0	17795872	342600540	39294344	38026796	4940010	4554975.5	0	0	0	0	1692376.6	4116821.8	314226.03	1043294.9	18289170	22903776	425207.28	10619519	9832888	2704044	818587.9	7200800	12935715
SCA	325990050	1971953.9	0	0	50766052	68152690	59178572	57269572	7439814.5	14135858	0	0	0	0	5398847.5	13133064	919413	2976715.5	58344230	78053780	1203433.5	33877300	31367872	8626165	2611375.5	69085900	40445710
BJA	287307460	1737958	0	0	43228364	-52241188	43116092	41725244	5420471.5	10557540	0	0	0	0	4050117.8	9852188	679866.06	2191317	43768796	59147230	884613.8	25414144	23531616	6471194	1959006.6	14245400	30428006
BKH	246545920	1491386.4	0	0	29728804	90228664	37046330	35851292	4657392.5	8425279	0	0	0	0	3246342.3	7896948.5	537157.5	1723468.6	35082560	47876870	694704.7	20370520	18861594	5186938	1570227.6	11644100	24469524
BYA	381810700	2309619.8	0	0	34325370	42724730	57374980	55524188	7213073.5	10219209	255474800	43079770	509150660	342299.78	3902501	9493099	664851.06	2152801.3	42173532	56404550	870374.2	24487856	22673940	6235334	1887605.6	55818052	29313094
KAA	331960400	2008068.9	0	0	32705580	175282500	49914868	48304708	6275201.5	9435950	0	0	0	0	3600335.3	8758061	615054.06	1993234.1	38908080	51936160	806082.2	22591794	20918326	5752539	1741450.6	13608400	27253056
KAC	280574140	1697227	0	0	24056796	12299768	42208656	40847090	5306391	6664853.5	0	0	0	0	2511565.5	6109554.5	446374.5	1463804	27141976	35189416	594244.1	15759860	14592462	4012926.8	1214822.3	9612550	18988862
